6967.351 2.000e+00 0 Hg_lines.dat
7069.166 4.000e+00 1 Ar_lines.dat
7149.011 6.000e+00 2 Ar_lines.dat
7274.939 8.000e+00 3 Ar_lines.dat
7374.149 1.000e+01 4 Ar_lines.dat
7386.014 1.200e+01 5 Ar_lines.dat
7505.934 1.400e+01 6 Hg_lines.dat
7516.720 1.600e+01 7 Hg_lines.dat
7637.207 1.800e+01 8 Hg_lines.dat
7725.886 2.000e+01 9 Ar_lines.dat
7726.332 2.200e+01 10 Hg_lines.dat
7950.362 2.400e+01 11 Ar_lines.dat
8000.800 0.000e+00 12 Hg_lines.dat
8004.150 0.000e+00 0 Xe_lines.dat
8005.461 0.000e+00 1 Xe_lines.dat
8008.000 0.000e+00 2 Xe_lines.dat
8008.358 2.600e+01 13 Hg_lines.dat
8009.300 0.000e+00 14 Hg_lines.dat
8010.650 0.000e+00 3 Xe_lines.dat
8011.790 0.000e+00 4 Xe_lines.dat
8015.500 0.000e+00 15 Hg_lines.dat
8016.460 0.000e+00 5 Xe_lines.dat
8016.990 2.800e+01 13 Ar_lines.dat
8020.100 0.000e+00 17 Hg_lines.dat
8022.280 0.000e+00 6 Xe_lines.dat
8024.500 0.000e+00 18 Hg_lines.dat
8031.878 0.000e+00 7 Xe_lines.dat
8033.850 0.000e+00 8 Xe_lines.dat
8034.100 0.000e+00 19 Hg_lines.dat
8035.730 0.000e+00 0 Kr_lines.dat
8037.610 0.000e+00 9 Xe_lines.dat
8040.470 0.000e+00 10 Xe_lines.dat
8042.710 0.000e+00 1 Kr_lines.dat
8042.771 0.000e+00 11 Xe_lines.dat
8044.392 0.000e+00 12 Xe_lines.dat
8049.490 0.000e+00 13 Xe_lines.dat
8052.200 0.000e+00 20 Hg_lines.dat
8052.280 0.000e+00 2 Kr_lines.dat
8056.300 0.000e+00 21 Hg_lines.dat
8059.474 0.000e+00 14 Xe_lines.dat
8060.400 0.000e+00 22 Hg_lines.dat
8060.600 0.000e+00 23 Hg_lines.dat
8061.721 0.000e+00 3 Kr_lines.dat
8063.556 0.000e+00 15 Xe_lines.dat
8067.158 0.000e+00 16 Xe_lines.dat
8072.900 0.000e+00 24 Hg_lines.dat
8076.210 0.000e+00 17 Xe_lines.dat
8080.300 0.000e+00 25 Hg_lines.dat
8082.530 0.000e+00 18 Xe_lines.dat
8082.600 0.000e+00 26 Hg_lines.dat
8092.600 0.000e+00 27 Hg_lines.dat
8099.467 0.000e+00 19 Xe_lines.dat
8104.208 0.000e+00 20 Xe_lines.dat
8105.920 3.000e+01 14 Ar_lines.dat
8106.250 0.000e+00 4 Kr_lines.dat
8106.595 0.000e+00 5 Kr_lines.dat
8110.139 0.000e+00 21 Xe_lines.dat
8111.690 0.000e+00 22 Xe_lines.dat
8115.132 0.000e+00 6 Kr_lines.dat
8115.300 0.000e+00 29 Hg_lines.dat
8117.542 3.200e+01 15 Ar_lines.dat
8118.170 0.000e+00 23 Xe_lines.dat
8120.522 0.000e+00 24 Xe_lines.dat
8125.524 0.000e+00 25 Xe_lines.dat
8131.400 0.000e+00 31 Hg_lines.dat
8132.270 0.000e+00 7 Kr_lines.dat
8135.220 0.000e+00 8 Kr_lines.dat
8138.500 0.000e+00 32 Hg_lines.dat
8139.070 0.000e+00 26 Xe_lines.dat
8144.410 0.000e+00 9 Kr_lines.dat
8144.800 0.000e+00 27 Xe_lines.dat
8147.200 0.000e+00 10 Kr_lines.dat
8147.380 0.000e+00 11 Kr_lines.dat
8147.600 0.000e+00 33 Hg_lines.dat
8153.880 0.000e+00 34 Hg_lines.dat
8154.040 0.000e+00 28 Xe_lines.dat
8155.300 0.000e+00 35 Hg_lines.dat
8155.800 0.000e+00 36 Hg_lines.dat
8159.490 0.000e+00 12 Kr_lines.dat
8165.600 0.000e+00 37 Hg_lines.dat
8167.615 0.000e+00 29 Xe_lines.dat
8168.600 0.000e+00 38 Hg_lines.dat
8173.266 0.000e+00 30 Xe_lines.dat
8175.000 0.000e+00 39 Hg_lines.dat
8179.400 0.000e+00 40 Hg_lines.dat
8180.920 0.000e+00 13 Kr_lines.dat
8180.930 0.000e+00 14 Kr_lines.dat
8183.600 0.000e+00 41 Hg_lines.dat
8185.180 0.000e+00 31 Xe_lines.dat
8191.500 0.000e+00 42 Hg_lines.dat
8192.308 0.000e+00 15 Kr_lines.dat
8197.323 0.000e+00 16 Kr_lines.dat
8197.850 0.000e+00 43 Hg_lines.dat
8198.983 0.000e+00 32 Xe_lines.dat
8199.700 0.000e+00 44 Hg_lines.dat
8202.900 0.000e+00 45 Hg_lines.dat
8204.990 0.000e+00 17 Kr_lines.dat
8207.480 0.000e+00 18 Kr_lines.dat
8207.600 0.000e+00 46 Hg_lines.dat
8208.592 0.000e+00 33 Xe_lines.dat
8208.880 0.000e+00 19 Kr_lines.dat
8212.400 0.000e+00 20 Kr_lines.dat
8216.500 0.000e+00 47 Hg_lines.dat
8217.110 0.000e+00 34 Xe_lines.dat
8220.660 0.000e+00 21 Kr_lines.dat
8224.950 0.000e+00 22 Kr_lines.dat
8229.300 0.000e+00 48 Hg_lines.dat
8231.150 0.000e+00 23 Kr_lines.dat
8233.896 0.000e+00 35 Xe_lines.dat
8234.100 0.000e+00 49 Hg_lines.dat
8240.700 0.000e+00 50 Hg_lines.dat
8241.560 0.000e+00 36 Xe_lines.dat
8253.000 0.000e+00 51 Hg_lines.dat
8264.500 0.000e+00 52 Hg_lines.dat
8265.000 0.000e+00 37 Xe_lines.dat
8265.514 0.000e+00 24 Kr_lines.dat
8266.793 3.400e+01 16 Ar_lines.dat
8268.792 0.000e+00 38 Xe_lines.dat
8274.629 0.000e+00 25 Kr_lines.dat
8274.800 0.000e+00 54 Hg_lines.dat
8277.300 0.000e+00 55 Hg_lines.dat
8282.392 0.000e+00 39 Xe_lines.dat
8283.328 0.000e+00 26 Kr_lines.dat
8287.980 0.000e+00 40 Xe_lines.dat
8289.840 0.000e+00 27 Kr_lines.dat
8290.900 0.000e+00 56 Hg_lines.dat
8299.830 0.000e+00 41 Xe_lines.dat
8299.991 0.000e+00 42 Xe_lines.dat
8300.391 0.000e+00 28 Kr_lines.dat
8303.670 0.000e+00 29 Kr_lines.dat
8305.480 0.000e+00 30 Kr_lines.dat
8306.000 0.000e+00 57 Hg_lines.dat
8318.500 0.000e+00 43 Xe_lines.dat
